PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"40870193","A Review of Pore Water Pressure Measurement Techniques in Early-Age Cement-Based Materials","Tian Q, Wang Y, Li H, Wang Y, Jiang C.","Materials (Basel). 2025 Aug 19;18(16):3875. doi: 10.3390/ma18163875.","Tian Q","Materials (Basel)","2025","2025/08/28","PMC12387281","","10.3390/ma18163875"
"39599313","Electrospinning of Poly-3-Hydroxybutyrate Fibers Loaded with Chlorophyll for Antibacterial Purposes","Tyubaeva PM, Varyan IA, Romanov RR, Merzlikin VA, Gruznova OA, Gruznov DV, Popov NI, Shcherbakova GS, Shuteeva EN, Chesnokova IP, Lobanov AV, Olkhov AA.","Polymers (Basel). 2024 Nov 20;16(22):3221. doi: 10.3390/polym16223221.","Tyubaeva PM","Polymers (Basel)","2024","2024/11/27","PMC11598136","","10.3390/polym16223221"
"40646920","Exploring Formation and Control of Hazards in Thermal Processing for Food Safety","Liu Z, Gao S, Yuan Z, Yang R, Zhang X, El-Mesery HS, Dai X, Lu W, Xu R.","Foods. 2025 Jun 21;14(13):2168. doi: 10.3390/foods14132168.","Liu Z","Foods","2025","2025/07/12","PMC12248888","","10.3390/foods14132168"
"33256207","Tetracyclic and Pentacyclic Triterpenes with High Therapeutic Efficiency in Wound Healing Approaches","Ghiulai R, Roşca OJ, Antal DS, Mioc M, Mioc A, Racoviceanu R, Macaşoi I, Olariu T, Dehelean C, Creţu OM, Voicu M, Şoica C.","Molecules. 2020 Nov 26;25(23):5557. doi: 10.3390/molecules25235557.","Ghiulai R","Molecules","2020","2020/12/01","PMC7730621","","10.3390/molecules25235557"
"40508572","Study on the Properties of Solidified Silt Based on Microbially Stimulated Recycled Hardened Cement Powder","Yin X, Tian C, Hong J, Zhan Q, Wang X, Dong W.","Materials (Basel). 2025 May 30;18(11):2575. doi: 10.3390/ma18112575.","Yin X","Materials (Basel)","2025","2025/06/13","PMC12156960","","10.3390/ma18112575"
"34947100","Impact of Carbon Particle Character on the Cement-Based Composite Electrical Resistivity","Černý V, Yakovlev G, Drochytka R, Baránek Š, Mészárosová L, Melichar J, Hermann R.","Materials (Basel). 2021 Dec 7;14(24):7505. doi: 10.3390/ma14247505.","Černý V","Materials (Basel)","2021","2021/12/24","PMC8705280","","10.3390/ma14247505"
"37367155","Rheological Characteristics of Soluble Cress Seed Mucilage and β-Lactoglobulin Complexes with Salts Addition: Rheological Evidence of Structural Rearrangement","Taheri A, Kashaninejad M, Tamaddon AM, Du J, Jafari SM.","Gels. 2023 Jun 13;9(6):485. doi: 10.3390/gels9060485.","Taheri A","Gels","2023","2023/06/27","PMC10297677","","10.3390/gels9060485"
"40805633","The Role of LC-MS in Profiling Bioactive Compounds from Plant Waste for Cosmetic Applications: A General Overview","D'Urso G, Capuano A, Fantasma F, Chini MG, De Felice V, Saviano G, Lauro G, Casapullo A, Bifulco G, Iorizzi M.","Plants (Basel). 2025 Jul 24;14(15):2284. doi: 10.3390/plants14152284.","D'Urso G","Plants (Basel)","2025","2025/08/14","PMC12348853","","10.3390/plants14152284"
"36071354","Advancements in Particle Engineering for Inhalation Delivery of Small Molecules and Biotherapeutics","Chang RYK, Chan HK.","Pharm Res. 2022 Dec;39(12):3047-3061. doi: 10.1007/s11095-022-03363-2. Epub 2022 Sep 7.","Chang RYK","Pharm Res","2022","2022/09/07","PMC9451127","","10.1007/s11095-022-03363-2"
"30161896","An Introduction to Botany","","Br Foreign Med Rev. 1837 Jul;4(7):1-30.","","Br Foreign Med Rev","1837","2018/08/31","PMC5595472","",""
"37691943","The functions and clinical application potential of exosomes derived from mesenchymal stem cells on wound repair: a review of recent research advances","Qin X, He J, Wang X, Wang J, Yang R, Chen X.","Front Immunol. 2023 Aug 25;14:1256687. doi: 10.3389/fimmu.2023.1256687. eCollection 2023.","Qin X","Front Immunol","2023","2023/09/11","PMC10486026","","10.3389/fimmu.2023.1256687"
"41441148","Epoxy Resin Highly Loaded with an Ionic Liquid: Morphology, Rheology, and Thermophysical Properties","Ilyina SO, Gorbunova IY, Kerber ML, Ilyin SO.","Gels. 2025 Dec 10;11(12):992. doi: 10.3390/gels11120992.","Ilyina SO","Gels","2025","2025/12/24","PMC12733371","","10.3390/gels11120992"
"40942344","Development of Filaments for 3D Printing from Poly(Lactic Acid) Polymeric Nanocomposites and Carbon Nanotubes","de Oliveira SI, Costa JCMD, Nascimento NRD, Pino GGD, Valin Rivera JL, Valin Fernández M, Neto JCM.","Polymers (Basel). 2025 Sep 8;17(17):2426. doi: 10.3390/polym17172426.","de Oliveira SI","Polymers (Basel)","2025","2025/09/13","PMC12431605","","10.3390/polym17172426"
"29714397","Recent advances in ruthenium-based olefin metathesis","Ogba OM , Warner NC , O'Leary DJ , Grubbs RH .","Chem Soc Rev. 2018 Jun 18;47(12):4510-4544. doi: 10.1039/c8cs00027a.","Ogba OM","Chem Soc Rev","2018","2018/05/02","PMC6107346","NIHMS964632","10.1039/c8cs00027a"
"32202430","Halloysite Nanotubes: Interfacial Properties and Applications in Cultural Heritage","Cavallaro G, Milioto S, Lazzara G.","Langmuir. 2020 Apr 14;36(14):3677-3689. doi: 10.1021/acs.langmuir.0c00573. Epub 2020 Apr 2.","Cavallaro G","Langmuir","2020","2020/03/24","PMC7997573","","10.1021/acs.langmuir.0c00573"
"36661770","Advances in Hemostatic Hydrogels That Can Adhere to Wet Surfaces","Han W, Wang S.","Gels. 2022 Dec 22;9(1):2. doi: 10.3390/gels9010002.","Han W","Gels","2022","2023/01/20","PMC9858274","","10.3390/gels9010002"
"37752276","Study on the relationship between permeability coefficient and porosity, the confining and osmotic pressure of attapulgite-modified loess","Zhang Z, Pishro AA, Zhang L, Ma X, Matlan SJ, Taha NA, Pishro MA.","Sci Rep. 2023 Sep 26;13(1):16077. doi: 10.1038/s41598-023-43197-5.","Zhang Z","Sci Rep","2023","2023/09/26","PMC10522585","","10.1038/s41598-023-43197-5"
"36419659","Potential of frost damage of off-ground foundation stones in Norwegian Stave Churches since 1950 using land surface temperature","Bertolin C, Cavazzani S.","Heliyon. 2022 Nov 17;8(11):e11591. doi: 10.1016/j.heliyon.2022.e11591. eCollection 2022 Nov.","Bertolin C","Heliyon","2022","2022/11/24","PMC9676525","","10.1016/j.heliyon.2022.e11591"
"40006149","Encapsulation Efficiency of Electrosprayed Glucose Oxidase Capsules: Effect of the Drying Technique","Rentería-Ortega M, Perea-Flores MJ, Peña-Barrientos A, Barrios-Francisco R, Rojas-Candelas LE, Calderón-Domínguez G.","Polymers (Basel). 2025 Feb 13;17(4):488. doi: 10.3390/polym17040488.","Rentería-Ortega M","Polymers (Basel)","2025","2025/02/26","PMC11858821","","10.3390/polym17040488"
"37569487","Resveratrol-Loaded Attalea funifera Oil Organogel Nanoparticles: A Potential Nanocarrier against A375 Human Melanoma Cells","Dourado D, Batista FPR, Philadelpho BO, de Souza ML, de Cerqueira E Silva MB, de Grandis RA, Miranda PA, Colauto NB, Pereira DT, Formiga FR, Cilli EM, Pavan FR, Oliveira de Souza C, Ferreira ES.","Int J Mol Sci. 2023 Jul 28;24(15):12112. doi: 10.3390/ijms241512112.","Dourado D","Int J Mol Sci","2023","2023/08/12","PMC10419039","","10.3390/ijms241512112"
"36757520","Study of exopolysaccharide produced by Streptomyces rochie strain OF1 and its effect as ameliorative on osteoarthritis in rats via inhibiting TNF-α/COX2 pathway","Mohamed SS, El Awady ME, Abdelhamid SA, Hamed AA, Salama AAA, Selim MS.","J Genet Eng Biotechnol. 2023 Feb 9;21(1):12. doi: 10.1186/s43141-023-00471-3.","Mohamed SS","J Genet Eng Biotechnol","2023","2023/02/09","PMC9911575","","10.1186/s43141-023-00471-3"
"36860294","Kampo herbal ointments for skin wound healing","Paul-Traversaz M, Umehara K, Watanabe K, Rachidi W, Sève M, Souard F.","Front Pharmacol. 2023 Feb 10;14:1116260. doi: 10.3389/fphar.2023.1116260. eCollection 2023.","Paul-Traversaz M","Front Pharmacol","2023","2023/03/02","PMC9969195","","10.3389/fphar.2023.1116260"
"29781998","Making, Testing, and Using Potassium Ion Selective Microelectrodes in Tissue Slices of Adult Brain","Octeau JC, Faas G, Mody I, Khakh BS.","J Vis Exp. 2018 May 7;(135):57511. doi: 10.3791/57511.","Octeau JC","J Vis Exp","2018","2018/05/22","PMC6101127","","10.3791/57511"
"37294759","Point-of-care applicable metabotyping using biofluid-specific electrospun MetaSAMPs directly amenable to ambient LA-REIMS","De Spiegeleer M, Plekhova V, Geltmeyer J, Schoolaert E, Pomian B, Singh V, Wijnant K, De Windt K, Paukku V, De Loof A, Gies I, Michels N, De Henauw S, De Graeve M, De Clerck K, Vanhaecke L.","Sci Adv. 2023 Jun 9;9(23):eade9933. doi: 10.1126/sciadv.ade9933. Epub 2023 Jun 9.","De Spiegeleer M","Sci Adv","2023","2023/06/09","PMC10256167","","10.1126/sciadv.ade9933"
"32104439","Development of polyurethane foam dressing containing silver and asiaticoside for healing of dermal wound","Namviriyachote N, Lipipun V, Akkhawattanangkul Y, Charoonrut P, Ritthidej GC.","Asian J Pharm Sci. 2019 Jan;14(1):63-77. doi: 10.1016/j.ajps.2018.09.001. Epub 2018 Oct 15.","Namviriyachote N","Asian J Pharm Sci","2019","2020/02/28","PMC7032128","","10.1016/j.ajps.2018.09.001"
"37836006","Drug Loaded 3D-Printed Poly(ε-Caprolactone) Scaffolds for Local Antibacterial or Anti-Inflammatory Treatment in Bone Regeneration","Stepanova M, Averianov I, Gofman I, Shevchenko N, Rubinstein A, Egorova T, Trulioff A, Nashchekina Y, Kudryavtsev I, Demyanova E, Korzhikova-Vlakh E, Korzhikov-Vlakh V.","Polymers (Basel). 2023 Sep 30;15(19):3957. doi: 10.3390/polym15193957.","Stepanova M","Polymers (Basel)","2023","2023/10/14","PMC10575412","","10.3390/polym15193957"
"40942265","Comparative Analyses of Different Routes to Prepare Cutin Colloidal- and Nano- Particle Dispersions from Tomato (Solanum lycopersicum) Peels","Bučko S, Spasojević L, Milinković Budinčić J, Fraj J, Petrović L, Katona J, Aidarova S, Mussabekov K, Babayev A, Sarsembekova R, Sharipova A.","Polymers (Basel). 2025 Aug 29;17(17):2348. doi: 10.3390/polym17172348.","Bučko S","Polymers (Basel)","2025","2025/09/13","PMC12431610","","10.3390/polym17172348"
"36663940","Burns and Their Treatment","Wall CA.","Buffalo Med Surg J. 1883 Jan;22(6):257-269.","Wall CA","Buffalo Med Surg J","1883","2023/01/20","PMC9402012","",""
"37176405","Experimental Study on the Influence of Transverse Crack on Chloride Ingress in Concrete Slab Track of High-Speed Railway","Liu X, Li H, Qi M, Yang Y, Zhu Z, Yu Z.","Materials (Basel). 2023 May 4;16(9):3524. doi: 10.3390/ma16093524.","Liu X","Materials (Basel)","2023","2023/05/13","PMC10180041","","10.3390/ma16093524"
"27895888","In situ formation of poly(vinyl alcohol)-heparin hydrogels for mild encapsulation and prolonged release of basic fibroblast growth factor and vascular endothelial growth factor","Roberts JJ, Farrugia BL, Green RA, Rnjak-Kovacina J, Martens PJ.","J Tissue Eng. 2016 Nov 11;7:2041731416677132. doi: 10.1177/2041731416677132. eCollection 2016 Jan-Dec.","Roberts JJ","J Tissue Eng","2016","2016/11/30","PMC5117248","","10.1177/2041731416677132"
"37835933","The Application of Heat-Shrinkable Fibers and Internal Curing Aggregates in the Field of Crack Resistance of High-Strength Marine Structural Mass Concrete: A Review and Prospects","Li J, Yu Z, Wu J, Ding Q, Xu W, Huang S.","Polymers (Basel). 2023 Sep 26;15(19):3884. doi: 10.3390/polym15193884.","Li J","Polymers (Basel)","2023","2023/10/14","PMC10574923","","10.3390/polym15193884"
"33244320","Selective Trafficking of Light Chain-Conjugated Nanoparticles to the Kidney and Renal Cell Carcinoma","Ordikhani F, Kasinath V, Uehara M, Akbarzadeh A, Yilmam OA, Dai L, Aksu H, Jung S, Jiang L, Li X, Zhao J, Bahmani B, Ichimura T, Fiorina P, Annabi N, Abdi R.","Nano Today. 2020 Dec;35:100990. doi: 10.1016/j.nantod.2020.100990. Epub 2020 Nov 2.","Ordikhani F","Nano Today","2020","2020/11/27","PMC7685247","NIHMS1634443","10.1016/j.nantod.2020.100990"
"33049932","Recycling of a Biodegradable Polymer Blend","La Mantia FP, Botta L, Mistretta MC, Di Fiore A, Titone V.","Polymers (Basel). 2020 Oct 8;12(10):2297. doi: 10.3390/polym12102297.","La Mantia FP","Polymers (Basel)","2020","2020/10/14","PMC7599448","","10.3390/polym12102297"
"28405373","Bioinspired polymer microstructures for directional transport of oily liquids","Plamadeala C, Hischen F, Friesenecker R, Wollhofen R, Jacak J, Buchberger G, Heiss E, Klar TA, Baumgartner W, Heitz J.","R Soc Open Sci. 2017 Mar 15;4(3):160849. doi: 10.1098/rsos.160849. eCollection 2017 Mar.","Plamadeala C","R Soc Open Sci","2017","2017/04/14","PMC5383830","","10.1098/rsos.160849"
"5324027","A Discourse of the Heart by James de Back","Lake B.","Med Hist. 1966 Jan;10(1):60-9. doi: 10.1017/s0025727300010656.","Lake B","Med Hist","1966","1966/01/01","PMC1033557","","10.1017/s0025727300010656"
"38177206","Developing a sustainable grease from jojoba oil with plant waste based nanoadditives for enhancement of rolling bearing performance","Dube NN, ElKady M, Noby H, Nassef MGA.","Sci Rep. 2024 Jan 4;14(1):539. doi: 10.1038/s41598-023-50003-9.","Dube NN","Sci Rep","2024","2024/01/04","PMC10767087","","10.1038/s41598-023-50003-9"
"27621924","Effects of Acellular Amniotic Membrane Matrix and Bone Marrow-Derived Mesenchymal Stem Cells in Improving Random Skin Flap Survival in Rats","Chehelcheraghi F, Eimani H, Homayoonsadraie S, Torkaman G, Amini A, Alavi Majd H, Shemshadi H.","Iran Red Crescent Med J. 2016 Jun 1;18(6):e25588. doi: 10.5812/ircmj.25588. eCollection 2016 Jun.","Chehelcheraghi F","Iran Red Crescent Med J","2016","2016/09/14","PMC5003062","","10.5812/ircmj.25588"
"38831922","Encapsulation of grape seed oil in oil-in-water emulsion using multilayer technology: Investigation of physical stability, physicochemical and oxidative properties of emulsions under the influence of the number of layers","Sepeidnameh M, Fazlara A, Hosseini SMH, Pourmahdi Borujeni M.","Curr Res Food Sci. 2024 May 16;8:100771. doi: 10.1016/j.crfs.2024.100771. eCollection 2024.","Sepeidnameh M","Curr Res Food Sci","2024","2024/06/04","PMC11145428","","10.1016/j.crfs.2024.100771"
"38673247","Analytical Review of the Current State of Technology, Structure Formation, and Properties of Variatropic Centrifugally Compacted Concrete","Shcherban' EM, Stel'makh SA, Mailyan LR, Beskopylny AN, Smolyanichenko AS, Chernil'nik A, Elshaeva D, Beskopylny N.","Materials (Basel). 2024 Apr 19;17(8):1889. doi: 10.3390/ma17081889.","Shcherban' EM","Materials (Basel)","2024","2024/04/27","PMC11052263","","10.3390/ma17081889"
"40143206","Advances in Molecular Function and Recombinant Expression of Human Collagen","Sun W, Shahrajabian MH, Ma K, Wang S.","Pharmaceuticals (Basel). 2025 Mar 18;18(3):430. doi: 10.3390/ph18030430.","Sun W","Pharmaceuticals (Basel)","2025","2025/03/27","PMC11945623","","10.3390/ph18030430"
"36167843","Highly reinforced and degradable lignocellulose biocomposites by polymerization of new polyester oligomers","Oliaei E, Olsén P, Lindström T, Berglund LA.","Nat Commun. 2022 Sep 27;13(1):5666. doi: 10.1038/s41467-022-33283-z.","Oliaei E","Nat Commun","2022","2022/09/27","PMC9515094","","10.1038/s41467-022-33283-z"
"30331098","Description of the City of Bahia; Its Medico-Topographical Relations; Its Salubrity; the Causes of That Salubrity","Dundas R.","Edinb Med Surg J. 1852 Oct 1;78(193):319-349.","Dundas R","Edinb Med Surg J","1852","2018/10/18","PMC5801035","",""
"33751973","An investigation into the leaching of micro and nano particles and chemical pollutants from disposable face masks - linked to the COVID-19 pandemic","Sullivan GL, Delgado-Gallardo J, Watson TM, Sarp S.","Water Res. 2021 May 15;196:117033. doi: 10.1016/j.watres.2021.117033. Epub 2021 Mar 10.","Sullivan GL","Water Res","2021","2021/03/22","PMC9752785","","10.1016/j.watres.2021.117033"
"38210556","Principles of Human Physiology, with Their Chief Applications to Psychology, Pathology, Therapeutics, Hygiene, and Forensic Medicine","","West J Med Surg. 1853 Apr;11(4):309-326.","","West J Med Surg","1853","2024/01/11","PMC10438624","",""
"38590797","Ionic liquids as the effective technology for enhancing transdermal drug delivery: Design principles, roles, mechanisms, and future challenges","Chen X, Li Z, Yang C, Yang D.","Asian J Pharm Sci. 2024 Apr;19(2):100900. doi: 10.1016/j.ajps.2024.100900. Epub 2024 Mar 6.","Chen X","Asian J Pharm Sci","2024","2024/04/09","PMC10999516","","10.1016/j.ajps.2024.100900"
"39940720","Biomass-Derived Nanoporous Carbon Honeycomb Monoliths for Environmental Lipopolysaccharide Adsorption from Aqueous Media","Jandosov J, Berillo D, Misra A, Alavijeh M, Chenchik D, Baimenov A, Bernardo M, Azat S, Mansurov Z, Silvestre-Albero J, Mikhalovsky S.","Int J Mol Sci. 2025 Jan 23;26(3):952. doi: 10.3390/ijms26030952.","Jandosov J","Int J Mol Sci","2025","2025/02/13","PMC11817206","","10.3390/ijms26030952"
"36532555","Promising bioactive properties of quercetin for potential food applications and health benefits: A review","Shabir I, Kumar Pandey V, Shams R, Dar AH, Dash KK, Khan SA, Bashir I, Jeevarathinam G, Rusu AV, Esatbeyoglu T, Pandiselvam R.","Front Nutr. 2022 Nov 30;9:999752. doi: 10.3389/fnut.2022.999752. eCollection 2022.","Shabir I","Front Nutr","2022","2022/12/19","PMC9748429","","10.3389/fnut.2022.999752"
"26217022","Ratite oils promote keratinocyte cell growth and inhibit leukocyte activation","Bennett DC, Leung G, Wang E, Ma S, Lo BK, McElwee KJ, Cheng KM.","Poult Sci. 2015 Sep;94(9):2288-96. doi: 10.3382/ps/pev204. Epub 2015 Jul 27.","Bennett DC","Poult Sci","2015","2015/07/29","PMC4988551","","10.3382/ps/pev204"
"40430603","Synthesis and Characterization of a Novel Cassava Starch-Based Scaffold Biofunctionalized with Decellularized Extracellular Matrix and Isosorbide Dinitrate","Cabo-Araoz SD, Cerda-Cristerna BI, Escobar-García DM, Gutiérrez-Hernández JM, Gutiérrez-Sánchez M, Pozos-Guillén A, Flores H.","Polymers (Basel). 2025 May 10;17(10):1307. doi: 10.3390/polym17101307.","Cabo-Araoz SD","Polymers (Basel)","2025","2025/05/28","PMC12114721","","10.3390/polym17101307"
"39713257","Basil seed mucilage as a bioadhesive polymer: Development of naproxen sodium microspheres and suppositories with in-vitro and ex-vivo studies","Tripathi D, Rathour K, Pandey P, Tiwari RK, Rai AK.","ADMET DMPK. 2024 Oct 3;12(6):881-901. doi: 10.5599/admet.2372. eCollection 2024.","Tripathi D","ADMET DMPK","2024","2024/12/23","PMC11661803","","10.5599/admet.2372"
"41069656","Synergistic enhancement of supercapacitor performance using covalent organic frameworks integrated with nitrogenated-reduced graphene oxide and polyaniline","Teffu DM, Makgopa K, Modibane KD.","Nanoscale Adv. 2025 Oct 8;7(22):7341-7351. doi: 10.1039/d5na00698h. eCollection 2025 Nov 4.","Teffu DM","Nanoscale Adv","2025","2025/10/10","PMC12505226","","10.1039/d5na00698h"
